JURISDICTION,YEAR,POPULATION,MURDER,RAPE,ROBBERY,AGG._ASSAULT,B_AND_E,LARCENY_THEFT,M_V_THEFT,GRAND_TOTAL,PERCENT_CHANGE,VIOLENT_CRIME_TOTAL,VIOLENT_CRIME_PERCENT,VIOLENT_CRIME_PERCENT_CHANGE,PROPERTY_CRIME_TOTALS,PROPERTY_CRIME_PERCENT,PROPERTY_CRIME_PERCENT_CHANGE,"OVERALL_CRIME_RATE_PER_100,000_PEOPLE","OVERALL_PERCENT_CHANGE_PER_100,000_PEOPLE","VIOLENT_CRIME_RATE_PER_100,000_PEOPLE","VIOLENT_CRIME_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","PROPERTY_CRIME_RATE_PER_100,000_PEOPLE","PROPERTY_CRIME_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","MURDER_PER_100,000_PEOPLE","RAPE_PER_100,000_PEOPLE","ROBBERY_PER_100,000_PEOPLE","AGG._ASSAULT_PER_100,000_PEOPLE","B_AND_E_PER_100,000_PEOPLE","LARCENY_THEFT_PER_100,000_PEOPLE","M_V_THEFT_PER_100,000_PEOPLE","MURDER__RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","RAPE_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","ROBBERY_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","AGG._ASSAULT__RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","B_AND_E_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","LARCENY_THEFT__RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","M_V_THEFT__RATE_PERCENT_CHANGE_PER_100,000_PEOPLE",PERCENT_CHANGE_CALC,DIFFERENCE,CRIME_RATE,VIOLENT_RATIO
St. Mary's County,1978,53509,4,11,14,71,613,1124,65,1902,3.482045701849845,100,5.3,-18.0,1802,94.7,5.0,3554.5,3.3,186.9,-18.2,3367.7,4.8,7.5,20.6,26.2,132.7,1145.6,2100.6,121.5,-43.0,9.8,-12.7,-20.4,3.7,6.1,-6.0,3.482045701849845,0.017954298150154813,0.035545422265413296,0.052576235541535225
St. Mary's County,1979,54182,4,17,25,119,646,1233,71,2115,11.198738170347,165,7.8,65.0,1950,92.2,8.2,3903.5,9.8,304.5,63.0,3599.0,6.9,7.4,31.4,46.1,219.6,1192.3,2275.7,131.0,-1.2,52.6,76.4,65.5,4.1,8.3,7.9,11.198738170347,0.001261829653000035,0.03903510390904728,0.07801418439716312
St. Mary's County,1980,59799,3,14,23,149,542,1229,69,2029,-4.06619385342789,189,9.3,14.5,1840,90.7,-5.6,3393.0,-13.1,316.1,3.8,3077.0,-14.5,5.0,23.4,38.5,249.2,906.4,2055.2,115.4,-32.0,-25.4,-16.6,13.4,-24.0,-9.7,-11.9,-4.06619385342789,-0.03380614657210934,0.03393033328316527,0.09314933464760966
St. Mary's County,1981,60780,0,7,19,145,603,1235,77,2086,2.8092656481025102,171,8.2,-9.5,1915,91.8,4.1,3432.1,1.1,281.3,-11.0,3150.7,2.4,0.0,11.5,31.3,238.6,992.1,2031.9,126.7,-100.0,-50.8,-18.7,-4.3,9.5,-1.1,9.8,2.8092656481025102,-0.009265648102510404,0.034320500164527805,0.08197507190795782
St. Mary's County,1982,60837,7,9,10,121,540,1085,54,1826,-12.464046021093,147,8.1,-14.0,1679,91.9,-12.3,3001.5,-12.5,241.6,-14.1,2759.8,-12.4,11.5,14.8,16.4,198.9,887.6,1783.5,88.8,1150.6,28.5,-47.4,-16.6,-10.5,-12.2,-29.9,-12.464046021093,-0.03595397890699914,0.030014629255222972,0.08050383351588171
St. Mary's County,1983,61393,1,11,16,159,397,981,31,1596,-12.595837897042717,187,11.7,27.2,1409,88.3,-16.1,2599.6,-13.4,304.6,26.1,2295.0,-16.8,1.6,17.9,26.1,259.0,646.7,1597.9,50.5,-85.8,21.1,58.6,30.2,-27.1,-10.4,-43.1,-12.595837897042717,-0.004162102957282698,0.02599644910657567,0.11716791979949874
St. Mary's County,1984,62450,5,15,10,210,377,1104,39,1760,10.275689223057638,240,13.6,28.3,1520,86.4,7.9,2818.3,8.4,384.3,26.2,2433.9,6.1,8.0,24.0,16.0,336.3,603.7,1767.8,62.4,391.5,34.1,-38.6,29.8,-6.6,10.6,23.7,10.275689223057638,0.024310776942362722,0.028182546036829462,0.13636363636363635
St. Mary's County,1985,64123,1,10,24,312,452,1029,51,1879,6.761363636363638,347,18.5,44.6,1532,81.5,0.8,2930.3,4.0,541.1,40.8,2389.2,-1.8,1.6,15.6,37.4,486.6,704.9,1604.7,79.5,-80.5,-35.1,133.7,44.7,16.8,-9.2,27.4,6.761363636363638,0.03863636363636225,0.029303058185050607,0.18467269824374669
St. Mary's County,1986,65135,0,21,18,250,499,1062,77,1927,2.5545502927088792,289,15.0,-16.7,1638,85.0,6.9,2958.5,1.0,443.7,-18.0,2514.8,5.3,0.0,32.2,27.6,383.8,766.1,1630.5,118.2,-100.0,106.7,-26.2,-21.1,8.7,1.6,48.6,2.5545502927088792,0.045449707291120856,0.02958470868196822,0.14997405293201868
St. Mary's County,1987,68381,2,15,19,256,523,1232,71,2118,9.91177996886352,292,13.8,1.0,1826,86.2,11.5,3097.4,4.7,427.0,-3.8,2670.3,6.2,2.9,21.9,27.8,374.4,764.8,1801.7,103.8,292.5,-32.0,0.5,-2.5,-0.2,10.5,-12.2,9.91177996886352,-0.01177996886351984,0.030973516035155964,0.13786591123701605
St. Mary's County,1988,71380,4,23,37,327,728,1332,182,2633,24.315391879131255,391,14.8,33.9,2242,85.2,22.8,3688.7,19.1,547.8,28.3,3140.9,17.6,5.6,32.2,51.8,458.1,1019.9,1866.1,255.0,91.6,46.9,86.6,22.4,33.3,3.6,145.6,24.315391879131255,-0.015391879131254171,0.03688708321658728,0.14849981010254462
St. Mary's County,1989,71398,4,27,58,269,717,1275,129,2479,-5.848841625522216,358,14.4,-8.4,2121,85.6,-5.4,3472.1,-5.9,501.4,-8.5,2970.7,-5.4,5.6,37.8,81.2,376.8,1004.2,1785.8,180.7,0.0,17.4,56.7,-17.8,-1.5,-4.3,-29.1,-5.848841625522216,0.0488416255222166,0.03472086052830611,0.1444130697862041
St. Mary's County,1990,75974,1,22,45,381,735,1321,121,2626,5.929810407422353,449,17.1,25.4,2177,82.9,2.6,3456.4,-0.5,591.0,17.9,2865.5,-3.5,1.3,29.0,59.2,501.5,967.4,1738.8,159.3,-76.5,-23.4,-27.1,33.1,-3.7,-2.6,-11.9,5.929810407422353,-0.02981040742235308,0.034564456261352565,0.170982482863671
St. Mary's County,1991,77221,6,31,50,332,958,1447,86,2910,10.814927646610805,419,14.4,-6.7,2491,85.6,14.4,3768.4,9.0,542.6,-8.2,3225.8,12.6,7.8,40.1,64.7,429.9,1240.6,1873.8,111.4,490.3,38.6,9.3,-14.3,28.2,7.8,-30.1,10.814927646610805,-0.014927646610804146,0.037684049675606374,0.14398625429553263
St. Mary's County,1992,77983,3,27,52,316,664,1432,83,2577,-11.443298969072169,398,15.4,-5.0,2179,84.6,-12.5,3304.6,-12.3,510.4,-5.9,2794.2,-13.4,3.8,34.6,66.7,405.2,851.5,1836.3,106.4,-50.5,-13.8,3.0,-5.7,-31.4,-2.0,-4.4,-11.443298969072169,0.04329896907216835,0.03304566379852019,0.1544431509507179
St. Mary's County,1993,80410,3,35,49,271,581,1424,70,2433,-5.587892898719438,358,14.7,-10.1,2075,85.3,-4.8,3025.7,-8.4,445.2,-12.8,2580.5,-7.6,3.7,43.5,60.9,337.0,722.5,1770.9,87.1,-3.0,25.7,-8.6,-16.8,-15.1,-3.6,-18.2,-5.587892898719438,-0.012107101280562027,0.030257430667827385,0.14714344430743936
St. Mary's County,1994,81071,2,26,44,244,555,1380,70,2321,-4.603370324702016,316,13.6,-11.7,2005,86.4,-3.4,2862.9,-5.4,389.8,-12.5,2473.1,-4.2,2.5,32.1,54.3,301.0,684.6,1702.2,86.3,-33.9,-26.3,-10.9,-10.7,-5.3,-3.9,-0.8,-4.603370324702016,0.0033703247020167026,0.028629226233795067,0.13614821197759586
St. Mary's County,1995,80901,3,23,51,260,541,1452,70,2400,3.4037052994398964,337,14.0,6.6,2063,86.0,2.9,2966.6,3.6,416.6,6.9,2550.0,3.1,3.7,28.4,63.0,321.4,668.7,1794.8,86.5,50.3,-11.4,16.2,6.8,-2.3,5.4,0.2,3.4037052994398964,-0.0037052994398965033,0.029665887937108316,0.14041666666666666
St. Mary's County,1996,81382,3,30,45,253,609,1656,78,2674,11.416666666666675,331,12.4,-1.8,2343,87.6,13.6,3285.7,10.8,406.7,-2.4,2879.0,12.9,3.7,36.9,55.3,310.9,748.3,2034.8,95.8,-0.6,29.7,-12.3,-3.3,11.9,13.4,10.8,11.416666666666675,-0.0166666666666746,0.032857388611732326,0.1237845923709798
St. Mary's County,1997,81735,3,32,54,250,619,1838,104,2900,8.451757666417347,339,11.7,2.4,2561,88.3,9.3,3548.1,8.0,414.8,2.0,3133.3,8.8,3.7,39.2,66.1,305.9,757.3,2248.7,127.2,-0.4,6.2,19.5,-1.6,1.2,10.5,32.8,8.451757666417347,0.048242333582653174,0.035480516302685505,0.11689655172413793
St. Mary's County,1998,86374,5,25,47,203,504,1575,79,2438,-15.931034482758621,280,11.5,-17.4,2158,88.5,-15.7,2822.6,-20.4,324.2,-21.8,2498.4,-20.3,5.8,28.9,54.4,235.0,583.5,1823.5,91.5,57.7,-26.1,-17.6,-23.2,-23.0,-18.9,-28.1,-15.931034482758621,0.03103448275862064,0.028226086553824067,0.11484823625922888
St. Mary's County,1999,88299,2,31,42,201,426,1331,75,2108,-13.535684987694829,276,13.1,-1.4,1832,86.9,-15.1,2387.3,-15.4,312.6,-3.6,2074.8,-17.0,2.3,35.1,47.6,227.6,482.5,1507.4,84.9,-60.9,21.3,-12.6,-3.1,-17.3,-17.3,-7.1,-13.535684987694829,0.03568498769482886,0.023873430050170445,0.13092979127134724
St. Mary's County,2000,86211,5,11,21,255,366,1449,68,2175,3.178368121442121,292,13.4,5.8,1883,86.6,2.8,2522.9,5.7,338.7,8.4,2184.2,5.3,5.8,12.8,24.4,295.8,424.5,1680.8,78.9,156.1,-63.7,-48.8,29.9,-12.0,11.5,-7.1,3.178368121442121,0.02163187855787907,0.025228799109162404,0.13425287356321838
St. Mary's County,2001,87492,4,12,12,294,374,1110,68,1874,-13.839080459770114,322,17.2,10.3,1552,82.8,-17.6,2141.9,-15.1,368.0,8.7,1773.9,-18.8,4.6,13.7,13.7,336.0,427.5,1268.7,77.7,-21.2,7.5,-43.7,13.6,0.7,-24.5,-1.5,-13.839080459770114,0.03908045977011376,0.021419101174964567,0.1718249733191035
St. Mary's County,2002,88842,3,16,32,325,349,1284,133,2142,14.300960512273209,376,17.6,16.8,1766,82.4,13.8,2411.0,12.6,423.2,15.0,1987.8,12.1,3.4,18.0,36.0,365.8,392.8,1445.3,149.7,-26.1,31.3,162.6,8.9,-8.1,13.9,92.6,14.300960512273209,-0.0009605122732079252,0.024110218140068886,0.17553688141923435
St. Mary's County,2003,90882,1,14,38,268,457,1289,127,2194,2.42763772175536,321,14.6,-14.6,1873,85.4,6.1,2414.1,0.1,353.2,-16.5,2060.9,3.7,1.1,15.4,41.8,294.9,502.8,1418.3,139.7,-67.4,-14.5,16.1,-19.4,28.0,-1.9,-6.7,2.42763772175536,-0.02763772175536028,0.0241411940758346,0.1463081130355515
St. Mary's County,2004,93582,3,12,32,261,488,1314,107,2217,1.0483135824977285,308,13.9,-4.0,1909,86.1,1.9,2369.0,-1.9,329.1,-6.8,2039.9,-1.0,3.2,12.8,34.2,278.9,521.5,1404.1,114.3,191.3,-16.8,-18.2,-5.4,3.7,-1.0,-18.2,1.0483135824977285,-0.04831358249772855,0.023690453292299803,0.13892647722147045
St. Mary's County,2005,95644,1,24,45,290,415,1401,142,2318,4.5557059088858765,360,15.5,16.9,1958,84.5,2.6,2423.6,2.3,376.4,14.4,2047.2,0.4,1.0,25.1,47.0,303.2,433.9,1464.8,148.5,-67.4,95.7,37.6,8.7,-16.8,4.3,29.8,4.5557059088858765,0.04429409111412319,0.024235707414997282,0.15530629853321828
St. Mary's County,2006,96782,5,15,61,239,557,1662,177,2716,17.169974115616917,320,11.8,-11.1,2396,88.2,22.4,2806.3,15.8,330.6,-12.2,2475.7,20.9,5.2,15.5,63.0,246.9,575.5,1717.3,182.9,394.1,-38.2,34.0,-18.6,32.6,17.2,23.2,17.169974115616917,0.030025884383082513,0.028063069579053957,0.11782032400589101
St. Mary's County,2007,99909,1,15,45,266,616,1605,128,2676,-1.4727540500736325,327,12.2,2.2,2349,87.8,-2.0,2678.4,-4.6,327.3,-1.0,2351.1,-5.0,1.0,15.0,45.0,266.2,616.6,1606.5,128.1,-80.6,-3.1,-28.5,7.8,7.1,-6.5,-29.9,-1.4727540500736325,-0.02724594992636753,0.02678437378013993,0.12219730941704036
St. Mary's County,2008,101533,2,11,44,247,519,1567,135,2525,-5.642750373692074,304,12.0,-7.0,2221,88.0,-5.4,2486.9,-7.2,299.4,-8.5,2187.5,-7.0,2.0,10.8,43.3,243.3,511.2,1543.3,133.0,96.8,-27.8,-3.8,-8.6,-17.1,-3.9,3.8,-5.642750373692074,0.04275037369207446,0.024868761880373867,0.12039603960396039
St. Mary's County,2009,103916,0,20,45,243,435,1506,115,2364,-6.376237623762371,308,13.0,1.3,2056,87.0,-7.4,2274.9,-8.5,296.4,-1.0,1978.5,-9.6,0.0,19.2,43.3,233.8,418.6,1449.2,110.7,-100.0,77.6,-0.1,-3.9,-18.1,-6.1,-16.8,-6.376237623762371,-0.023762376237629113,0.02274914353901228,0.13028764805414553
St. Mary's County,2010,105411,4,12,40,267,486,1655,103,2567,8.587140439932316,323,12.6,4.9,2244,87.4,9.1,2435.2,7.0,306.4,3.4,2128.8,7.6,3.8,11.4,37.9,253.3,461.1,1570.0,97.7,379.5,-40.9,-12.4,8.3,10.1,8.3,-11.7,8.587140439932316,0.012859560067683518,0.024352297198584588,0.12582781456953643
St. Mary's County,2011,106148,1,23,61,186,712,1841,133,2957,15.192832099727305,271,9.2,-16.1,2686,90.8,19.7,2785.7,14.4,255.3,-16.7,2530.4,18.9,0.9,21.7,57.5,175.2,670.8,1734.4,125.3,-75.2,90.3,51.4,-30.8,45.5,10.5,28.2,15.192832099727305,0.0071679002726945384,0.0278573312733165,0.09164693946567468
St. Mary's County,2012,108522,0,12,51,194,753,1938,87,3035,2.6378085897869497,257,8.5,-5.2,2778,91.5,3.4,2796.7,0.4,236.8,-7.2,2559.8,1.2,0.0,11.1,47.0,178.8,693.9,1785.8,80.2,-100.0,-49.0,-18.2,2.0,3.4,3.0,-36.0,2.6378085897869497,-0.037808589786949565,0.02796667956727668,0.08467874794069193
St. Mary's County,2013,110294,3,6,62,172,641,1741,119,2744,-9.588138385502475,243,8.9,-5.4,2501,91.1,-10.0,2487.9,-11.0,220.3,-7.0,2267.6,-11.4,2.7,5.4,56.2,155.9,581.2,1578.5,107.9,272.0,-50.8,19.6,-12.8,-16.2,-11.6,34.6,-9.588138385502475,-0.011861614497524542,0.02487895987089053,0.08855685131195336
St. Mary's County,2014,110842,0,22,58,183,513,1625,73,2474,-9.839650145772595,263,10.6,8.2,2211,89.4,-11.6,2232.0,-10.3,237.3,7.7,1994.7,-12.0,0.0,19.8,52.3,165.1,462.8,1466.1,65.9,-100.0,264.9,-6.9,5.9,-20.4,-7.1,-39.0,-9.839650145772595,0.03965014577259396,0.022320059183342053,0.10630557801131771
St. Mary's County,2015,111234,2,20,51,224,545,1673,69,2584,4.446240905416321,297,11.5,12.9,2287,88.5,3.4,2323.0,4.1,267.0,12.5,2056.0,3.1,1.8,18.0,45.8,201.4,490.0,1504.0,62.0,179.8,-9.4,-12.4,22.0,5.9,2.6,-5.8,4.446240905416321,-0.04624090541632064,0.023230307280148157,0.11493808049535603
St. Mary's County,2016,111930,2,28,31,166,413,1591,71,2302,-10.913312693498456,227,9.9,-23.6,2075,90.1,-9.3,2056.6,-11.5,202.8,-24.0,1853.8,-9.8,1.8,25.0,27.7,148.3,369.0,1421.4,63.4,-0.6,39.1,-39.6,-26.4,-24.7,-5.5,2.3,-10.913312693498456,0.013312693498455985,0.020566425444474224,0.09860990443092962
St. Mary's County,2017,113700,4,21,50,141,471,1459,50,2196,-4.604691572545616,216,9.8,-4.8,1980,90.2,-4.6,1931.4,-6.1,190.0,-6.3,1741.4,-6.1,3.5,18.5,44.0,124.0,414.2,1283.2,44.0,96.9,-26.2,58.8,-16.4,12.3,-9.7,-30.7,-4.604691572545616,0.004691572545616474,0.019313984168865435,0.09836065573770492
St. Mary's County,2018,112779,1,36,57,155,446,1391,76,2162,-1.5482695810564717,249,11.5,15.3,1913,88.5,-3.4,1917.0,-0.7,220.8,16.2,1696.2,-2.6,0.9,31.9,50.5,137.4,395.5,1233.4,67.4,-74.8,72.8,14.9,10.8,-4.5,-3.9,53.2,-1.5482695810564717,0.04826958105647172,0.019170235593505884,0.11517113783533765
St. Mary's County,2019,112993,1,29,46,155,333,1476,71,2111,-2.3589269195189666,231,10.9,-7.2,1880,89.1,-1.7,1868.3,-2.5,204.4,-7.4,1663.8,-1.9,0.9,25.7,40.7,137.2,294.7,1306.3,62.8,-0.2,-19.6,-19.5,-0.2,-25.5,5.9,-6.8,-2.3589269195189666,-0.04107308048103331,0.018682573256750417,0.10942681193747039
St. Mary's County,2020,114031,7,24,38,146,249,1194,86,1744,-17.385125532922785,215,12.3,-6.9,1529,87.7,-18.7,1529.4,-18.1,188.5,-7.8,1340.9,-19.4,6.1,21.0,33.3,128.0,218.4,1047.1,75.4,593.6,-18.0,-18.1,-6.7,-25.9,-19.8,20.0,-17.385125532922785,-0.014874467077213183,0.015294086695723092,0.12327981651376146
Talbot County,1975,24948,2,4,23,48,246,528,28,879,,77,8.8,-6.9,802,91.2,-18.7,3523.3,-18.1,308.6,-7.8,3214.7,-19.4,8.0,16.0,92.2,192.4,986.1,2116.4,112.2,593.6,-18.0,-18.1,-6.7,-25.9,-19.8,20.0,,,0.035233285233285234,0.0875995449374289
Talbot County,1976,25784,1,6,23,52,265,598,20,965,9.783845278725822,82,8.5,6.5,883,91.5,10.1,3742.6,6.2,318.0,3.0,3424.6,6.5,3.9,23.3,89.2,201.7,1027.8,2319.3,77.6,-51.6,45.1,-3.2,4.8,4.2,9.6,-30.9,9.783845278725822,0.016154721274178385,0.03742631089047471,0.0849740932642487
Talbot County,1977,25970,1,9,21,85,214,604,34,968,0.31088082901553626,116,12.0,41.5,852,88.0,-3.5,3727.4,-0.4,446.7,40.5,3280.7,-4.2,3.9,34.7,80.9,327.3,824.0,2325.8,130.9,-0.7,48.9,-9.3,62.3,-19.8,0.3,68.8,0.31088082901553626,-0.010880829015536275,0.0372737774355025,0.11983471074380166
Talbot County,1978,26259,1,3,21,71,234,626,40,996,2.892561983471076,96,9.6,-17.2,900,90.4,5.6,3793.0,1.8,365.6,-18.2,3427.4,4.5,3.8,11.4,80.0,270.4,891.1,2383.9,152.3,-1.1,-67.0,-1.1,-17.4,8.1,2.5,16.4,2.892561983471076,0.007438016528924063,0.037929852621958186,0.0963855421686747
Talbot County,1979,26841,3,4,13,57,266,673,43,1059,6.325301204819267,77,7.3,-19.8,982,92.7,9.1,3945.5,4.0,286.9,-21.5,3658.6,6.7,11.2,14.9,48.4,212.4,991.0,2507.4,160.2,193.5,30.4,-39.4,-21.5,11.2,5.2,5.2,6.325301204819267,-0.02530120481926712,0.03945456577623784,0.07271010387157696
Talbot County,1980,25496,4,6,10,65,250,601,39,975,-7.932011331444755,85,8.7,10.4,890,91.3,-9.4,3824.1,-3.1,333.4,16.2,3490.7,-4.6,15.7,23.5,39.2,254.9,980.5,2357.2,153.0,40.4,57.9,-19.0,20.1,-1.1,-6.0,-4.5,-7.932011331444755,0.03201133144475499,0.038241292751804205,0.08717948717948718
Talbot County,1981,25914,0,5,19,97,269,679,44,1113,14.15384615384616,121,10.9,42.4,992,89.1,11.5,4295.0,12.3,466.9,40.1,3828.0,9.7,0.0,19.3,73.3,374.3,1038.0,2620.2,169.8,-100.0,-18.0,86.9,46.8,5.9,11.2,11.0,14.15384615384616,0.046153846153838884,0.04294975688816856,0.1087151841868823
Talbot County,1982,25939,1,9,13,51,213,630,42,959,-13.83647798742138,74,7.7,-38.8,885,92.3,-10.8,3697.1,-13.9,285.3,-38.9,3411.9,-10.9,3.9,34.7,50.1,196.6,821.2,2428.8,161.9,385.5,79.8,-31.6,-47.5,-20.9,-7.3,-4.6,-13.83647798742138,0.036477987421379865,0.03697135587339527,0.07716371220020855
Talbot County,1983,26174,3,1,13,50,211,556,36,870,-9.280500521376434,67,7.7,-9.5,803,92.3,-9.3,3323.9,-10.1,256.0,-10.3,3067.9,-10.1,11.5,3.8,49.7,191.0,806.1,2124.2,137.5,197.3,-89.0,-0.9,-2.8,-1.8,-12.5,-15.1,-9.280500521376434,-0.019499478623567157,0.03323909222892947,0.07701149425287357
Talbot County,1984,26693,0,9,10,61,189,609,34,912,4.827586206896561,80,8.8,19.4,832,91.2,3.6,3416.6,2.8,299.7,17.1,3116.9,1.6,0.0,33.7,37.5,228.5,708.1,2281.5,127.4,-100.0,782.5,-24.6,19.6,-12.2,7.4,-7.4,4.827586206896561,-0.02758620689656155,0.03416626081744278,0.08771929824561403
Talbot County,1985,27063,3,7,15,96,256,509,36,922,1.0964912280701844,121,13.1,51.3,801,86.9,-3.7,3406.9,-0.3,447.1,49.2,2959.8,-5.0,11.1,25.9,55.4,354.7,945.9,1880.8,133.0,1108.5,-23.3,47.9,55.2,33.6,-17.6,4.4,1.0964912280701844,0.0035087719298156905,0.03406865462069985,0.13123644251626898
Talbot County,1986,27524,0,7,14,80,273,648,41,1063,15.292841648590016,101,9.5,-16.5,962,90.5,20.1,3862.1,13.4,367.0,-17.9,3495.1,18.1,0.0,25.4,50.9,290.7,991.9,2354.3,149.0,-100.0,-1.7,-8.2,-18.1,4.9,25.2,12.0,15.292841648590016,0.0071583514099842205,0.03862083999418689,0.09501411100658513
Talbot County,1987,27637,5,8,16,113,215,635,33,1025,-3.5747883349012244,142,13.9,40.6,883,86.1,-8.2,3708.8,-4.0,513.8,40.0,3195.0,-8.6,18.1,28.9,57.9,408.9,777.9,2297.6,119.4,1809.2,13.8,13.8,40.7,-21.6,-2.4,-19.8,-3.5747883349012244,-0.025211665098775704,0.037087961790353514,0.13853658536585367
Talbot County,1988,28470,2,9,19,117,185,610,46,988,-3.609756097560979,147,14.9,3.5,841,85.1,-4.8,3470.3,-6.4,516.3,0.5,2954.0,-7.5,7.0,31.6,66.7,411.0,649.8,2142.6,161.6,-61.2,9.2,15.3,0.5,-16.5,-6.7,35.3,-3.609756097560979,0.009756097560978727,0.034703196347031964,0.14878542510121456
Talbot County,1989,28437,3,14,36,155,235,694,65,1202,21.65991902834008,208,17.3,41.5,994,82.7,18.2,4226.9,21.8,731.4,41.7,3495.4,18.3,10.5,49.2,126.6,545.1,826.4,2440.5,228.6,50.2,55.7,89.7,32.6,27.2,13.9,41.5,21.65991902834008,0.04008097165991842,0.04226887505714386,0.17304492512479203
Talbot County,1990,30549,0,9,22,154,211,631,49,1076,-10.48252911813644,185,17.2,-11.1,891,82.8,-10.4,3522.2,-16.7,605.6,-17.2,2916.6,-16.6,0.0,29.5,72.0,504.1,690.7,2065.5,160.4,-100.0,-40.2,-43.1,-7.5,-16.4,-15.4,-29.8,-10.48252911813644,-0.017470881863559384,0.03522210219647124,0.17193308550185873
Talbot County,1991,31048,1,6,29,104,237,735,39,1151,6.970260223048319,140,12.2,-24.3,1011,87.8,13.5,3707.2,5.3,450.9,-25.5,3256.2,11.6,3.2,19.3,93.4,335.0,763.3,2367.3,125.6,322.1,-34.4,29.7,-33.6,10.5,14.6,-21.7,6.970260223048319,0.029739776951680952,0.03707163102293223,0.12163336229365769
Talbot County,1992,31354,2,11,22,106,293,682,40,1156,0.4344048653344812,141,12.2,0.7,1015,87.8,0.4,3686.9,-0.5,449.7,-0.3,3237.2,-0.6,6.4,35.1,70.2,338.1,934.5,2175.2,127.6,98.0,81.5,-24.9,0.9,22.4,-8.1,1.6,0.4344048653344812,-0.03440486533448117,0.0368692989730178,0.12197231833910034
Talbot County,1993,31533,1,9,26,146,252,678,30,1142,-1.211072664359858,182,15.9,29.1,960,84.1,-5.4,3621.6,-1.8,577.2,28.3,3044.4,-6.0,3.2,28.5,82.5,463.0,799.2,2150.1,95.1,-50.3,-18.6,17.5,37.0,-14.5,-1.2,-25.4,-1.211072664359858,0.011072664359857987,0.03621602765356928,0.159369527145359
Talbot County,1994,31790,1,16,15,122,285,734,54,1227,7.443082311733806,154,12.6,-15.4,1073,87.4,11.8,3859.7,6.6,484.4,-16.1,3375.3,10.9,3.1,50.3,47.2,383.8,896.5,2308.9,169.9,-0.8,76.3,-42.8,-17.1,12.2,7.4,78.5,7.443082311733806,-0.043082311733805945,0.03859704309531299,0.12550937245313773
Talbot County,1995,32243,1,13,17,159,218,810,52,1270,3.5044824775876116,190,15.0,23.4,1080,85.0,0.7,3938.8,2.1,589.3,21.6,3349.6,-0.8,3.1,40.3,52.7,493.1,676.1,2512.2,161.3,-1.4,-19.9,11.7,28.5,-24.6,8.8,-5.1,3.5044824775876116,-0.004482477587611555,0.039388394380175544,0.14960629921259844
Talbot County,1996,32432,4,8,35,85,200,829,58,1219,-4.015748031496058,132,10.8,-30.5,1087,89.2,0.6,3758.6,-4.6,407.0,-30.9,3351.6,0.1,12.3,24.7,107.9,262.1,616.7,2556.1,178.8,297.7,-38.8,104.7,-46.9,-8.8,1.7,10.9,-4.015748031496058,0.015748031496057635,0.03758633448445979,0.10828547990155865
Talbot County,1997,32571,6,11,29,93,228,778,61,1206,-1.066447908121415,139,11.5,5.3,1067,88.5,-1.8,3702.7,-1.5,426.8,4.9,3275.9,-2.3,18.4,33.8,89.0,285.5,700.0,2388.6,187.3,49.4,36.9,-17.5,8.9,13.5,-6.6,4.7,-1.066447908121415,-0.03355209187858499,0.03702680298424979,0.11525704809286899
Talbot County,1998,33320,1,6,22,120,273,806,36,1264,4.809286898839127,149,11.8,7.2,1115,88.2,4.5,3793.5,2.5,447.2,4.8,3346.3,2.1,3.0,18.0,66.0,360.1,819.3,2419.0,108.0,-83.7,-46.7,-25.8,26.1,17.0,1.3,-42.3,4.809286898839127,-0.009286898839127034,0.037935174069627854,0.11787974683544304
Talbot County,1999,33302,1,9,27,77,212,776,43,1145,-9.414556962025312,114,10.0,-23.5,1031,90.0,-7.5,3438.2,-9.4,342.3,-23.4,3095.9,-7.5,3.0,27.0,81.1,231.2,636.6,2330.2,129.1,0.1,50.1,22.8,-35.8,-22.3,-3.7,19.5,-9.414556962025312,0.014556962025311648,0.03438231938021741,0.09956331877729258
Talbot County,2000,33812,3,6,14,66,223,704,36,1052,-8.122270742358072,89,8.5,-21.9,963,91.5,-6.6,3111.3,-9.5,263.2,-23.1,2848.1,-8.0,8.9,17.7,41.4,195.2,659.5,2082.1,106.5,195.5,-34.3,-48.9,-15.6,3.6,-10.6,-17.5,-8.122270742358072,0.02227074235807258,0.03111321424346386,0.08460076045627377
Talbot County,2001,34314,0,8,19,44,155,691,28,945,-10.171102661596954,71,7.5,-20.2,874,92.5,-9.2,2754.0,-11.5,206.9,-21.4,2547.1,-10.6,0.0,23.3,55.4,128.2,451.7,2013.8,81.6,-100.0,31.4,33.7,-34.3,-31.5,-3.3,-23.4,-10.171102661596954,-0.02889733840304487,0.027539779681762546,0.07513227513227513
